ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
5459	55	Woman	4+	"Private Sector - Manager"	On-line	Yes	12	Estate	28503	Automatic	Diesel		0.060976111029453495
5460	49	Woman	2	Independant	Agency	No	11	Saloon	19867	Automatic	Diesel		0.016677897750258436
5461	44	Man	4+	"Private Sector - Employee"	Agency	Yes	17	Estate	20562	Automatic	Diesel		0.084183975354453364
5462	38	Woman	2	Independant	Agency	No	3	Estate	20435	Automatic	Diesel		0.077909804961973778
5464	37	Woman	4+	Retired	Agency	No	19	Saloon	15409	Automatic	Diesel		0.046369562962296398
5465	57	Woman	4+	Independant	Agency	No	12	Estate	38370	Manual	Diesel		0.0094215282625704777
5466	68	Man	1	"Private Sector - Manager"	On-line	No	9	Sport	13098	Automatic	Petrol		0.20648836294699693
5467	43	Woman	1	Retired	Agency	No	15	Sport	35463	Automatic	Diesel		0.19309521994396936
5468	19	Woman	4+	"Private Sector - Employee"	Agency	Yes	1	Estate	37945	Automatic	Diesel		0.0052289170402700161
5469	52	Woman	2	Independant	Agency	Yes	7	Estate	29870	Automatic	Diesel		0.043033207338992518
5470	53	Woman	0	"Public Sector - Director"	Agency	No	17	Saloon	23244	Automatic	Petrol		0.020419763261115949
5471	48	Man	1	"Public Sector - Employee"	Agency	No	3	Estate	16069	Manual	Diesel		0.12585700330432564
5472	52	Woman	4+	"Private Sector - Manager"	On-line	Yes	6	Estate	27886	Automatic	Diesel		0.063713572568931232
5473	71	Man	4+	Government	Agency	No	11	Estate	28214	Automatic	Diesel		0.19641016939066544
5475	45	Woman	2	"Private Sector - Director"	Agency	No	9	Saloon	19544	Automatic	Diesel		0.028193345589078583
5476	61	Man	2	"Public Sector - Director"	Agency	No	21	Estate	27318	Automatic	Petrol		0.019368399166518155
5477	70	Woman	4+	"Public Sector - Director"	On-line	Yes	10	Saloon	36233	Automatic	Diesel		-0.056413497902993076
5478	44	Woman	0	"Private Sector - Manager"	Agency	Yes	14	Estate	18459	Automatic	Diesel		0.17576275754309897
5479	70	Woman	4+	"Public Sector - Employee"	Agency	No	14	Sport	22697	Manual	Diesel		0.22031499324930451
5481	57	Woman	4+	"Private Sector - Employee"	On-line	No	9	Estate	30483	Automatic	Petrol		-0.12834380605760859
5483	62	Woman	1	Independant	Agency	No	5	Saloon	26737	Automatic	Diesel		0.050804016648744357
5484	55	Woman	4+	"Private Sector - Employee"	On-line	Yes	15	Sport	13697	Automatic	Petrol		-0.016650587326401109
5485	25	Woman	4+	Retired	Agency	No	7	Estate	29553	Manual	Diesel		0.12185896283619804
5486	74	Man	2	"Public Sector - Manager"	Agency	Yes	14	Saloon	23372	Manual	Diesel		0.29934786347330844
5488	44	Man	2	"Public Sector - Manager"	Agency	No	18	Saloon	45550	Automatic	Diesel		0.2192908810316829
5489	54	Man	0	Unemployed	On-line	Yes	7	Saloon	29432	Automatic	Diesel		0.3503580572747711
5491	83	Woman	1	Independant	Agency	Yes	15	Sport	25484	Automatic	Diesel		0.41789094239662949
5492	29	Man	0	"Public Sector - Director"	Agency	Yes	8	Sport	39933	Automatic	Diesel		0.46170019999072309
5493	62	Woman	4+	Independant	Agency	No	6	Estate	15792	Automatic	Diesel		-0.029129386717877487
5494	22	Man	4+	"Public Sector - Manager"	Agency	Yes	4	Sport	31870	Automatic	Diesel		0.54867603988617475
5495	31	Woman	4+	"Private Sector - Manager"	On-line	No	13	Estate	14682	Automatic	Diesel		0.04895430572659986
5496	32	Woman	4+	"Private Sector - Director"	Agency	No	14	Saloon	35982	Automatic	Diesel		0.097770509127601379
5497	23	Woman	2	"Private Sector - Manager"	Agency	No	5	Sport	27920	Automatic	Diesel		0.30641520132746403
5499	46	Man	4+	Student	On-line	No	14	Estate	20957	Manual	Diesel		0.16037503370210843
5500	43	Man	4+	Student	Agency	No	17	Saloon	42414	Manual	Petrol		0.0094358080705589098
5502	31	Woman	4+	Unemployed	Agency	Yes	6	Sport	28333	Automatic	Diesel		0.30185943444303198
5503	51	Man	2	Unemployed	Agency	No	3	Estate	25751	Manual	Diesel		0.20171432491262062
5504	55	Woman	4+	Government	On-line	Yes	3	Estate	50972	Manual	Diesel		-0.036571303635230562
5506	47	Woman	2	Independant	Agency	Yes	17	Estate	23644	Automatic	Diesel		0.037043860639996165
5509	26	Woman	2	Independant	Agency	No	7	Estate	20476	Manual	Petrol		-0.011663512184042421
5512	55	Man	4+	"Public Sector - Employee"	Agency	No	5	Estate	22747	Automatic	Diesel		0.18417714715360559
5514	62	Man	1	Independant	On-line	No	19	Sport	31202	Automatic	Diesel		0.35308432251925481
5515	75	Woman	0	Independant	Agency	No	14	Sport	24308	Manual	Diesel		0.46790137818317534
5516	34	Woman	4+	"Private Sector - Manager"	On-line	No	14	Sport	22547	Automatic	Diesel		0.2838201671037236
5517	44	Man	0	Independant	On-line	No	18	Sport	34915	Manual	Diesel		0.49630801434928162
5518	42	Woman	4+	"Public Sector - Employee"	Agency	No	12	Sport	71423	Automatic	Petrol		-0.025681246689384894
5519	75	Man	0	Government	Agency	No	10	Estate	56558	Automatic	Diesel		0.34973347919826192
5520	55	Man	2	Independant	Agency	No	9	Sport	33646	Automatic	Petrol		0.25221172287672194
5524	54	Woman	1	Government	On-line	Yes	21	Saloon	15217	Automatic	Diesel		-0.012825442703102347
5525	48	Man	1	Unemployed	Agency	Yes	6	Sport	24281	Manual	Diesel		0.37182564078151026
5526	69	Woman	1	Retired	Agency	No	19	Saloon	26572	Automatic	Diesel		0.063489578432148711
5527	50	Woman	1	Independant	Agency	No	19	Sport	21086	Automatic	Diesel		0.2020681839986849
5528	77	Man	0	"Private Sector - Employee"	Agency	Yes	10	Sport	25831	Automatic	Petrol		0.54620963340436524
5529	48	Man	0	"Public Sector - Manager"	Agency	No	5	Saloon	25933	Manual	Diesel		0.47262183529253732
5530	61	Man	2	Retired	On-line	No	16	Saloon	15458	Automatic	Diesel		0.12379547236080865
5531	63	Man	1	Government	Agency	No	22	Estate	29578	Automatic	Diesel		0.19391276391687487
5532	55	Woman	1	"Public Sector - Manager"	Agency	No	17	Saloon	23722	Automatic	Petrol		0.072897296046695093
5533	45	Woman	0	"Public Sector - Director"	On-line	No	18	Estate	30118	Automatic	Diesel		0.12178915820098715
5534	79	Woman	0	"Private Sector - Employee"	Agency	No	17	Saloon	26347	Manual	Diesel		0.32605177378358419
5535	55	Woman	4+	Retired	On-line	No	7	Saloon	20178	Manual	Diesel		0.031630665678581887
5536	26	Woman	2	Unemployed	On-line	No	8	Estate	20584	Automatic	Petrol		0.0031532304665788866
5537	41	Woman	2	Independant	On-line	No	20	Estate	20690	Manual	Petrol		-0.068804633205759053
5538	47	Man	2	"Public Sector - Director"	On-line	No	15	Saloon	19212	Automatic	Diesel		0.077432822311224878
5539	22	Woman	2	Independant	Agency	No	4	Estate	27929	Manual	Diesel		0.11412913855058437
5540	48	Man	1	Independant	On-line	No	10	Saloon	39222	Automatic	Diesel		0.14470427764954186
5541	36	Woman	2	Independant	On-line	No	12	Sport	25122	Automatic	Petrol		0.18837981685042379
5542	54	Man	0	Government	Agency	No	20	Estate	38832	Automatic	Petrol		0.21956804422718107
5543	60	Man	4+	"Public Sector - Director"	Agency	No	14	Sport	28829	Manual	Petrol		0.19312902246191954
5545	62	Man	4+	Retired	On-line	No	11	Sport	20848	Automatic	Diesel		0.35044173407646606
5546	47	Woman	1	Student	On-line	No	14	Saloon	17295	Automatic	Diesel		0.0020323493646029062
5547	70	Woman	4+	Student	On-line	Yes	12	Estate	16340	Automatic	Petrol		-0.12582179703385302
5549	22	Man	2	"Public Sector - Director"	On-line	No	4	Estate	28788	Automatic	Petrol		0.081545542668772619
5550	43	Man	2	Independant	Agency	No	4	Sport	32576	Manual	Petrol		0.23203662978740541
5551	61	Man	2	"Private Sector - Employee"	On-line	Yes	7	Sport	24861	Automatic	Diesel		0.28504256515411786
5552	28	Man	4+	Student	Agency	No	7	Saloon	36292	Automatic	Petrol		0.12734115718712552
5553	48	Man	0	Unemployed	On-line	Yes	10	Sport	20293	Automatic	Diesel		0.50361761890620971
5554	19	Woman	0	"Public Sector - Employee"	Agency	No	1	Saloon	33374	Automatic	Diesel		0.26561133047633029
5557	24	Man	1	"Private Sector - Employee"	Agency	Yes	6	Estate	49542	Manual	Diesel		0.079086263183040753
5558	68	Man	1	Retired	Agency	No	15	Saloon	33215	Automatic	Diesel		0.18085745112447707
5560	72	Woman	1	"Public Sector - Director"	Agency	No	9	Sport	14360	Automatic	Diesel		0.073675296020668885
5561	52	Man	4+	"Public Sector - Director"	On-line	Yes	19	Saloon	38114	Automatic	Diesel		0.076767839397779231
5562	33	Man	2	Independant	Agency	No	8	Sport	19629	Manual	Diesel		0.39228885063026331
5563	29	Man	2	Student	Agency	Yes	4	Estate	28331	Automatic	Diesel		0.24839033308583633
5564	22	Man	1	"Private Sector - Manager"	Agency	No	4	Saloon	26989	Automatic	Petrol		0.17517417427032447
5566	40	Woman	0	Independant	Agency	Yes	8	Estate	29864	Automatic	Petrol		0.15977188405392623
5567	68	Woman	2	"Public Sector - Director"	Agency	No	4	Estate	23598	Manual	Diesel		-0.040439347819097402
5568	46	Man	0	"Private Sector - Director"	Agency	No	8	Saloon	26980	Manual	Diesel		0.35838797845673687
5569	20	Man	2	"Public Sector - Manager"	Agency	No	2	Saloon	28907	Manual	Diesel		0.38068831215235643
5570	45	Man	4+	"Private Sector - Director"	On-line	No	18	Saloon	15583	Manual	Diesel		0.12528148309776482
5571	52	Man	4+	Retired	On-line	No	16	Sport	19585	Automatic	Petrol		0.25128984468728277
5572	56	Man	0	Student	Agency	No	8	Estate	19219	Automatic	Diesel		0.30404170346155468
5573	51	Woman	0	Student	Agency	No	7	Sport	23406	Automatic	Diesel		0.36840266845430325
5575	46	Woman	2	Student	Agency	No	7	Estate	18640	Automatic	Diesel		0.0092182042732965874
5576	48	Woman	4+	"Private Sector - Director"	Agency	No	18	Estate	27434	Automatic	Diesel		0.065208668587186144
5577	51	Woman	4+	"Public Sector - Employee"	Agency	Yes	8	Saloon	20993	Manual	Diesel		0.037096619909193128
5578	19	Woman	2	Government	Agency	No	1	Estate	23066	Automatic	Diesel		0.11426618301467478
5579	45	Woman	1	"Private Sector - Manager"	Agency	No	7	Saloon	25694	Automatic	Diesel		0.062107472907344197
5580	46	Woman	2	"Public Sector - Director"	Agency	No	21	Sport	18461	Automatic	Diesel		0.11311753361380467
5581	52	Man	4+	Government	Agency	Yes	19	Estate	52961	Automatic	Petrol		0.0074385052461901982
5583	81	Woman	0	Government	On-line	No	9	Estate	23718	Automatic	Diesel		0.39852311374182792
5584	53	Man	2	Government	On-line	Yes	21	Saloon	25840	Manual	Diesel		0.2017192931978872
5585	70	Man	4+	Unemployed	Agency	No	22	Saloon	25922	Automatic	Petrol		0.10342580529722856
5586	52	Woman	4+	Retired	On-line	Yes	9	Estate	16589	Automatic	Diesel		-0.012672433608327816
5587	61	Man	0	"Public Sector - Director"	Agency	No	16	Sport	42120	Automatic	Diesel		0.38641927591703973
5590	40	Woman	2	Independant	Agency	Yes	16	Estate	8549	Automatic	Petrol		-0.062007941175111228
5591	48	Woman	2	Unemployed	On-line	No	21	Saloon	23397	Manual	Diesel		0.0501340957063275
5594	41	Woman	4+	"Public Sector - Employee"	Agency	Yes	12	Sport	16854	Manual	Petrol		0.075933993429766394
5595	43	Woman	1	"Public Sector - Manager"	Agency	No	6	Sport	22364	Automatic	Diesel		0.31480316511552131
5596	28	Man	2	Independant	Agency	No	10	Sport	22039	Automatic	Diesel		0.40758576943554703
5598	69	Woman	4+	Independant	Agency	Yes	16	Sport	22613	Automatic	Diesel		0.20587350917496069
5599	23	Woman	2	Government	On-line	No	5	Estate	33717	Automatic	Petrol		0.014489085802819303
5600	36	Woman	4+	Independant	Agency	No	13	Saloon	19744	Automatic	Diesel		0.074902087815513399
5601	53	Man	3	Unemployed	Agency	Yes	7	Sport	15019	Automatic	Diesel		0.30428223177035973
5602	43	Man	2	Government	Agency	No	4	Estate	29749	Automatic	Petrol		0.077024515643749736
5604	69	Man	0	Government	Agency	No	10	Saloon	20901	Manual	Diesel		0.32438041699817011
5605	87	Man	4+	Retired	On-line	Yes	22	Sport	18501	Automatic	Diesel		0.53037857742522965
5606	41	Woman	2	Government	Agency	No	11	Saloon	26444	Automatic	Diesel		0.071763125975612962
5607	56	Woman	3	Government	Agency	Yes	5	Estate	20346	Manual	Diesel		0.0323141896137039
5610	33	Man	1	"Public Sector - Employee"	Agency	No	12	Estate	42230	Automatic	Petrol		0.10934191643633179
5611	71	Woman	2	"Private Sector - Employee"	Agency	No	13	Estate	25779	Automatic	Diesel		-0.029140972515726213
5612	50	Woman	4+	Student	On-line	Yes	17	Estate	18052	Automatic	Diesel		0.0069002314855347024
5613	49	Woman	4+	Student	On-line	Yes	19	Estate	34022	Automatic	Diesel		0.029770478643543638
5614	62	Man	2	"Private Sector - Employee"	Agency	No	13	Estate	20722	Automatic	Diesel		0.083538187945821046
5615	39	Woman	1	"Private Sector - Employee"	On-line	Yes	20	Saloon	24440	Automatic	Diesel		0.02604338832919284
5616	64	Woman	4+	Student	Agency	No	5	Sport	17416	Automatic	Diesel		0.17842924677972727
5617	34	Woman	2	Independant	On-line	Yes	14	Estate	18784	Automatic	Diesel		0.070410972254644294
5618	45	Man	2	"Private Sector - Director"	Agency	No	11	Estate	24436	Automatic	Diesel		0.19354999255358699
5619	21	Man	4+	Independant	Agency	No	3	Saloon	44241	Automatic	Diesel		0.15512690651946592
5620	81	Woman	4+	"Public Sector - Manager"	Agency	No	6	Saloon	44294	Automatic	Diesel		0.2749754453809754
5622	43	Woman	4+	"Public Sector - Director"	Agency	No	8	Sport	33831	Automatic	Diesel		0.11063668569258489
5623	63	Woman	1	Independant	Agency	Yes	6	Sport	22050	Automatic	Diesel		0.2042263146140868
5624	29	Man	0	Independant	On-line	Yes	11	Sport	30797	Manual	Petrol		0.47796649029057892
5626	49	Man	1	"Public Sector - Employee"	Agency	Yes	15	Estate	18499	Automatic	Diesel		0.16173500073730435
5627	47	Woman	1	"Public Sector - Employee"	Agency	Yes	8	Estate	21143	Automatic	Diesel		0.037473293018527191
5628	60	Man	2	"Public Sector - Employee"	On-line	Yes	10	Saloon	25233	Automatic	Diesel		0.19667162106756775
5629	66	Man	2	Retired	Agency	Yes	13	Saloon	28283	Automatic	Petrol		0.10278389080770259
5630	68	Man	2	"Public Sector - Manager"	On-line	No	6	Sport	13166	Automatic	Diesel		0.41742752432530961
5631	32	Woman	2	Government	Agency	No	14	Sport	27261	Manual	Diesel		0.30494808093458581
5634	84	Woman	2	"Private Sector - Manager"	Agency	No	17	Saloon	20489	Manual	Petrol		0.13111265627234853
5635	38	Man	2	"Public Sector - Employee"	Agency	No	10	Saloon	34028	Automatic	Diesel		0.24045154880590575
5637	43	Man	2	"Public Sector - Director"	Agency	No	22	Sport	10771	Manual	Petrol		0.098780310212943395
5639	20	Man	4+	"Private Sector - Director"	Agency	No	2	Sport	17828	Automatic	Diesel		0.40179660805644013
5641	67	Man	0	Independant	Agency	No	12	Saloon	24039	Automatic	Petrol		0.23333334440069314
5642	27	Woman	0	Independant	Agency	No	9	Saloon	19300	Automatic	Diesel		0.22985001294570692
5643	20	Man	1	"Public Sector - Manager"	Agency	No	2	Saloon	19273	Automatic	Diesel		0.34766752946713764
5644	36	Woman	2	Student	On-line	Yes	6	Saloon	27019	Automatic	Diesel		0.11147219105208098
5645	57	Man	2	Independant	Agency	No	18	Estate	39019	Automatic	Petrol		0.049882877478841126
5646	27	Man	4+	Independant	Agency	Yes	9	Saloon	17535	Automatic	Diesel		0.2047129118175586
5647	45	Man	4+	Government	Agency	Yes	15	Estate	14983	Automatic	Petrol		0.030810834587286298
5648	25	Man	2	"Private Sector - Director"	Agency	No	7	Saloon	33674	Manual	Diesel		0.24682222548067065
5649	28	Man	1	Retired	Agency	Yes	10	Saloon	19270	Automatic	Diesel		0.22810033485577716
5650	61	Woman	2	"Public Sector - Director"	Agency	Yes	14	Sport	26669	Manual	Diesel		0.15615473431462915
5651	78	Man	1	"Public Sector - Director"	Agency	No	13	Sport	23118	Automatic	Diesel		0.47167983754021803
5652	57	Man	3	Independant	Agency	No	7	Estate	19498	Automatic	Diesel		0.15155356283085278
5653	73	Woman	4+	"Private Sector - Employee"	Agency	No	12	Sport	18213	Manual	Diesel		0.1070875406558708
5654	46	Man	2	"Public Sector - Manager"	Agency	No	4	Estate	25827	Manual	Diesel		0.31779125158244237
5655	49	Man	4+	"Public Sector - Employee"	On-line	No	16	Estate	41691	Automatic	Petrol		0.051977760367973275
5656	48	Man	2	"Public Sector - Employee"	Agency	No	20	Sport	36226	Automatic	Diesel		0.35260653105715323
5657	33	Man	4+	Retired	Agency	No	3	Sport	20003	Manual	Petrol		0.31395625491364382
5658	30	Man	2	"Public Sector - Manager"	Agency	No	5	Sport	44763	Manual	Diesel		0.46038531973993768
5659	76	Man	4+	"Private Sector - Manager"	Agency	No	5	Estate	18398	Manual	Diesel		0.35578898516636925
5660	47	Woman	4+	Independant	On-line	No	13	Estate	36165	Automatic	Diesel		0.021647859534939078
5661	47	Man	0	"Public Sector - Employee"	On-line	No	20	Saloon	24204	Automatic	Diesel		0.3465166778842389
5662	18	Woman	4+	"Public Sector - Manager"	Agency	No	0	Estate	20623	Automatic	Diesel		0.21753514010373565
5663	31	Woman	4+	Retired	Agency	Yes	13	Estate	24211	Manual	Diesel		0.11576349466057292
5664	21	Man	0	Independant	Agency	No	3	Sport	25294	Automatic	Diesel		0.5821290043907934
5665	62	Woman	2	Student	On-line	No	10	Estate	14719	Automatic	Petrol		-0.12348529741541346
5666	51	Woman	2	"Public Sector - Employee"	Agency	No	22	Saloon	14608	Manual	Diesel		-0.011948982449697942
5667	44	Man	1	"Private Sector - Director"	Agency	No	15	Sport	28854	Automatic	Petrol		0.28186165320217499
5668	56	Woman	2	Independant	Agency	Yes	11	Saloon	28845	Automatic	Petrol		-0.049217599057902531
5670	20	Man	4+	Retired	Agency	Yes	2	Estate	22163	Automatic	Diesel		0.24726494891049311
5671	74	Man	1	"Public Sector - Manager"	Agency	Yes	12	Sport	30162	Manual	Petrol		0.38949970524634725
5672	42	Man	4+	Unemployed	Agency	Yes	20	Saloon	32536	Automatic	Petrol		0.023639838132280017
5673	49	Woman	2	Unemployed	Agency	Yes	9	Sport	18624	Automatic	Petrol		0.10786535110658538
5674	45	Woman	4+	Unemployed	On-line	Yes	7	Sport	18060	Manual	Petrol		0.10383062882595018
5675	49	Woman	1	Government	Agency	No	14	Saloon	22085	Automatic	Petrol		-0.05148597426312819
5676	37	Woman	4+	"Public Sector - Manager"	Agency	Yes	4	Estate	45492	Automatic	Diesel		0.14058195939930773
5677	53	Woman	2	"Public Sector - Employee"	On-line	Yes	15	Saloon	19732	Automatic	Diesel		0.029657023661181857
5678	29	Man	4+	Independant	Agency	Yes	11	Sport	26306	Manual	Petrol		0.33609851604997881
5679	29	Man	3	Independant	Agency	No	11	Estate	36477	Manual	Petrol		0.12599845121794984
5680	54	Man	0	Retired	Agency	Yes	3	Estate	20852	Automatic	Diesel		0.32775386831336162
5681	62	Woman	0	Independant	Agency	Yes	16	Estate	24315	Automatic	Petrol		0.097690147179784304
5682	51	Woman	2	"Private Sector - Employee"	Agency	No	4	Saloon	30728	Automatic	Petrol		-0.12768397303429219
5683	45	Man	4+	"Private Sector - Employee"	Agency	No	18	Saloon	40435	Automatic	Petrol		-0.030327810850252858
5684	79	Man	2	Student	Agency	No	19	Saloon	17366	Automatic	Petrol		0.24005646288053634
5685	52	Woman	0	Independant	Agency	Yes	6	Saloon	27446	Automatic	Diesel		0.20470864943865411
5686	21	Woman	0	Government	Agency	Yes	3	Saloon	27738	Manual	Diesel		0.28315731478755934
5688	44	Man	4+	Retired	Agency	Yes	10	Saloon	24026	Automatic	Petrol		0.096441720264110686
5689	79	Woman	4+	"Public Sector - Manager"	On-line	No	7	Estate	16564	Automatic	Petrol		0.20271833761646568
5690	69	Man	2	Unemployed	On-line	No	4	Estate	22711	Automatic	Diesel		0.18057787475978246
5691	75	Woman	2	"Private Sector - Manager"	On-line	No	10	Estate	21513	Automatic	Diesel		0.1344887935997599
5692	53	Man	0	"Public Sector - Manager"	Agency	Yes	9	Sport	42429	Automatic	Diesel		0.59090152435318521
5694	75	Man	2	Government	Agency	Yes	3	Saloon	27578	Automatic	Petrol		0.20324741544809502
5695	71	Man	2	Independant	On-line	No	18	Estate	16216	Automatic	Diesel		0.10696131565902717
5696	55	Man	4+	"Public Sector - Employee"	Agency	No	20	Saloon	37948	Automatic	Diesel		0.16465547683187562
5697	70	Woman	4+	"Private Sector - Manager"	Agency	Yes	18	Sport	26289	Manual	Diesel		0.24012304940007037
5698	60	Woman	4+	"Public Sector - Director"	Agency	No	21	Estate	13112	Automatic	Diesel		-0.10154402469482465
5699	21	Woman	1	"Private Sector - Employee"	Agency	Yes	3	Estate	29735	Automatic	Diesel		0.035100293462175851
5700	72	Man	1	"Public Sector - Director"	On-line	No	7	Estate	20638	Automatic	Diesel		0.080645862973558274
5701	38	Woman	2	"Private Sector - Director"	On-line	No	17	Estate	34009	Manual	Diesel		0.10213365505377159
5704	54	Woman	0	Independant	Agency	No	20	Estate	29105	Automatic	Diesel		0.19882172284139646
5705	68	Woman	3	Unemployed	Agency	No	21	Estate	20272	Manual	Petrol		-0.065625005265704056
5706	20	Man	1	"Public Sector - Employee"	Agency	No	2	Sport	21101	Manual	Diesel		0.4198455411804537
